Split 1,Split 2,Cohort Date,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share,Registration C,Split 3
cpaiens,Italy,2025-08-03,2,40,5.0,100.0,50.0,50.0,80,4,80,140,6,230,10,10,230,360.0,-44,-45,7,87,87,0.0,5,IT_slots
cpaiens,Italy,2025-08-04,3,170,1.0,0.0,0.0,0.0,170,3,170,170,3,170,3,3,170,540.0,143,109,143,143,143,33.33,10,IT_slots
cpaiens,Italy,2025-08-05,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,18,18,18,18,18,0.0,5,IT_slots
cpaiens,Italy,2025-08-06,5,100,2.25,25.0,25.0,25.0,120,6,120,120,6,120,6,6,120,700.0,99,99,100,100,100,100.0,12,IT_crash
cpaiens,Italy,2025-08-08,2,42,1.0,0.0,0.0,0.0,42,2,42,42,2,42,2,2,42,260.0,35,35,35,35,35,0.0,25,IT_crash
cpaiens,Italy,2025-08-09,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,14,14,14,14,14,0.0,1,IT_slots
cpaiens,Italy,2025-08-10,2,70,2.0,50.0,50.0,50.0,220,4,220,220,4,220,4,4,220,360.0,197,198,198,198,198,0.0,2,IT_slots
cpaiens,Italy,2025-08-11,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,180.0,68,68,68,68,68,0.0,1,IT_slots
cpaiens,Italy,2025-09-02,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,173.0,-5,-5,-5,45,45,0.0,2,IT_slots
cpaiens,Italy,2025-09-03,2,40,12.0,200.0,100.0,200.0,140,7,250,250,11,270,12,12,270,296.0,126,224,222,238,238,100.0,1,IT_crash
cpaiens,Italy,2025-09-08,1,20,5.0,100.0,0.0,0.0,20,1,20,20,1,20,1,1,20,173.0,18,18,18,18,18,0.0,1,IT_slots
cpaiens,Italy,2025-11-21,1,150,1.0,0.0,0.0,0.0,150,1,150,150,1,150,1,1,150,180.0,125,125,125,125,125,0.0,1,IT_slots
cpaiens,Portugal,2025-09-13,1,40,3.0,100.0,100.0,100.0,140,3,140,140,3,140,3,3,140,-7.0,118,118,118,118,118,0.0,1,FR_crash
cpaiens2_slot,Germany,2025-07-19,1,200,8.0,100.0,100.0,100.0,400,2,1000,1400,8,1400,8,8,1400,0.0,347,877,1230,1225,1225,0.0,1,
cpaiens2_slot,Greece,2025-07-12,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,15,15,15,15,15,0.0,1,
cpaiens2_slot,Poland,2025-10-10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,17,17,16,16,16,0.0,1,
danilZumo,Canada,2025-09-13,1,18,1.0,0.0,0.0,0.0,18,1,18,18,1,18,1,1,18,121.0,15,15,15,5,5,0.0,13,Default
danilZumo,Canada,2025-09-14,3,100,1.33,33.33,33.33,33.33,119,4,119,119,4,119,4,4,119,184.0,-36,-26,-25,-25,-25,33.33,25,Default
danilZumo,Canada,2025-09-15,1,62,28.0,100.0,100.0,100.0,92,2,154,154,4,310,9,20,675,121.0,-3,106,99,159,597,0.0,19,Default
danilZumo,Canada,2025-09-16,1,61,2.0,100.0,100.0,100.0,92,2,92,92,2,92,2,2,92,121.0,73,73,77,77,77,0.0,22,Default
danilZumo,Canada,2025-09-17,2,92,2.5,50.0,50.0,50.0,123,3,160,160,4,190,5,5,190,243.0,52,85,85,111,111,0.0,13,Default
danilZumo,Canada,2025-09-19,2,49,5.0,100.0,50.0,50.0,105,5,160,179,9,179,9,9,179,243.0,36,136,152,152,152,50.0,24,Default
danilZumo,Canada,2025-09-20,2,37,1.0,0.0,0.0,0.0,37,2,37,37,2,37,2,2,37,243.0,27,25,26,26,26,0.0,6,Default
danilZumo,Canada,2025-09-22,1,61,1.0,0.0,0.0,0.0,62,1,62,62,1,62,1,1,62,121.0,54,54,54,54,53,100.0,11,Default
danilZumo,Canada,2025-09-23,1,76,1.0,0.0,0.0,0.0,77,1,77,77,1,77,1,1,77,121.0,60,60,59,60,60,0.0,15,Default
danilZumo,Canada,2025-09-24,4,116,1.25,25.0,25.0,25.0,141,5,141,141,5,141,5,5,141,486.0,32,22,73,141,141,0.0,27,Default
danilZumo,Canada,2025-09-25,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,121.0,27,26,26,26,26,0.0,16,Default
danilZumo,Canada,2025-09-26,3,92,1.67,33.33,0.0,0.0,92,3,92,92,3,92,3,5,147,364.0,19,19,19,19,79,0.0,27,Default
danilZumo,Canada,2025-09-27,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,121.0,20,20,20,20,20,0.0,11,Default
danilZumo,Canada,2025-09-29,2,55,1.0,0.0,0.0,0.0,55,2,55,55,2,55,2,2,55,243.0,-43,-51,43,43,43,0.0,2,Default
danilZumo,Canada,2025-10-02,1,24,2.0,100.0,0.0,0.0,24,1,24,24,1,24,1,2,49,180.0,21,21,21,20,-31,0.0,1,Default
danilZumo,Canada,2025-10-05,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,180.0,-4,-4,-4,17,18,100.0,3,Default
exgaming,Portugal,2025-07-31,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,120.0,33,32,32,32,32,0.0,1,PT_slots
insideone,Belgium,2025-07-08,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,16,16,16,16,16,0.0,1,Default
insideone,Belgium,2025-07-09,1,20,617.0,100.0,100.0,100.0,600,12,1410,2020,41,3740,75,179,8505,0.0,144,859,-511,232,469,0.0,1,Default
insideone,Germany,2025-07-01,1,30,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,0.0,38,38,38,38,38,0.0,1,
insideone,Poland,2025-07-09,1,24,3.0,100.0,100.0,100.0,71,3,71,71,3,71,3,3,71,80.0,56,56,55,55,55,0.0,20,423
insideone,Poland,2025-07-10,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,80.0,19,19,19,19,19,0.0,7,423
insideone,Poland,2025-07-15,1,23,21.0,100.0,0.0,100.0,23,1,23,47,2,118,5,11,235,80.0,18,18,36,100,195,0.0,8,423
insideone,Poland,2025-07-22,1,24,5.0,100.0,0.0,0.0,24,1,24,24,1,24,1,5,129,80.0,15,13,13,13,104,0.0,2,423
insideone,Poland,2025-08-20,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,80.0,18,18,17,17,17,0.0,1,423
murmeow_slot,Poland,2025-10-17,6,129,2.33,100.0,16.67,100.0,150,7,229,267,13,267,13,14,291,900.0,67,48,82,79,98,16.67,20,{12}
murmeow_slot,Poland,2025-10-20,3,66,1.67,66.67,33.33,33.33,85,4,85,85,4,85,4,4,85,450.0,74,74,74,74,74,0.0,15,{12}
murmeow_slot,Poland,2025-10-21,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,150.0,18,18,18,18,18,0.0,2,{12}
offerleader,Poland,2025-07-06,1,24,3.0,100.0,100.0,100.0,71,3,71,71,3,71,3,3,71,24.0,55,53,53,54,54,0.0,2,
offerleader,Poland,2025-08-12,1,23,2.0,100.0,0.0,0.0,23,1,23,23,1,56,2,2,56,0.0,16,16,16,40,40,0.0,1,
offerleader,Poland,2025-08-21,1,27,5.0,100.0,0.0,100.0,27,1,51,51,2,74,3,4,98,0.0,18,35,35,54,-123,0.0,2,
offerleader,Poland,2025-09-12,1,25,2.0,100.0,0.0,0.0,25,1,25,25,1,25,1,1,25,150.0,19,19,19,19,19,0.0,1,Default
offerleader,Poland,2025-10-11,1,117,3.0,100.0,0.0,0.0,117,1,117,117,1,117,1,2,176,150.0,89,89,89,89,135,0.0,1,Default
offerleader,Poland,2025-11-12,1,24,3.0,100.0,0.0,0.0,24,1,24,24,1,24,1,3,66,150.0,-125,-125,-126,-126,-203,0.0,1,Default
offerleader,Poland,2025-12-14,1,24,5.0,100.0,100.0,100.0,47,2,114,114,5,114,5,5,114,150.0,-292,-238,-238,-238,-238,0.0,1,Default
pamagency,Canada,2025-08-23,1,12,1.0,0.0,0.0,0.0,12,1,12,12,1,12,1,1,12,301.0,-1,-1,-1,-1,-1,0.0,2,google
pamagency,Germany,2025-07-17,1,93,1.0,0.0,0.0,0.0,93,1,93,93,1,93,1,1,93,0.0,-57,19,73,73,73,0.0,1,
pamagency,Germany,2025-10-04,1,21,4.0,100.0,0.0,0.0,21,1,21,21,1,21,1,4,87,0.0,16,15,15,15,60,0.0,1,Default
pepper_lazybar,Poland,2025-09-17,1,23,2.0,100.0,0.0,0.0,23,1,23,23,1,23,1,2,46,150.0,19,19,19,19,39,0.0,2,PL_slots
pepper_lazybar,Poland,2025-09-18,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,150.0,20,20,20,20,20,0.0,2,PL_slots
pepper_lazybar,Poland,2025-09-19,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,150.0,20,20,20,20,20,0.0,1,PL_slots
pepper_lazybar,Poland,2025-09-21,1,23,1.0,0.0,0.0,0.0,23,1,23,23,1,23,1,1,23,150.0,19,19,19,19,19,0.0,2,PL_slots
pepper_lazybar,Poland,2025-09-22,1,23,2.0,100.0,0.0,0.0,24,1,24,24,1,24,1,2,45,150.0,19,19,19,19,36,0.0,2,PL_slots
pepper_lazybar,Poland,2025-09-23,1,26,1.0,0.0,0.0,0.0,26,1,26,26,1,26,1,1,26,150.0,21,21,21,21,21,0.0,3,PL_slots
pepper_lazybar,Poland,2025-09-25,1,23,3.0,100.0,0.0,100.0,23,1,23,45,2,45,2,3,64,150.0,21,21,41,41,58,0.0,2,PL_slots
pepper_lazybar,Poland,2025-09-26,1,23,3.0,100.0,0.0,0.0,23,1,23,23,1,23,1,3,42,150.0,20,20,20,20,37,0.0,2,PL_slots
pepper_lazybar,Poland,2025-09-27,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,150.0,22,22,22,22,22,0.0,3,PL_slots
pepper_lazybar,Poland,2025-09-28,1,27,2.0,100.0,0.0,0.0,27,1,27,27,1,46,2,2,46,150.0,24,24,24,40,40,0.0,1,PL_slots
playpartners,Poland,2025-10-28,1,22,1.0,0.0,0.0,0.0,22,1,22,22,1,22,1,1,22,150.0,19,19,19,19,19,100.0,8,PL_slot
playpartners,Poland,2025-10-30,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,20,20,20,20,20,0.0,2,PL_slot
plusteam,Germany,2025-07-08,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,140.0,16,16,16,16,16,100.0,2,OYA
plusteam,Germany,2025-08-29,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,16,14,15,15,15,0.0,1,OYA
poxchka,Austria,2025-12-03,1,20,3.0,100.0,0.0,0.0,20,1,20,20,1,70,3,3,70,160.0,17,17,17,60,60,0.0,1,bottle
poxchka,Austria,2025-12-09,2,40,2.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,320.0,30,30,29,29,29,100.0,1,1118_multi18
poxchka,Austria,2025-12-10,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,34,34,34,34,34,0.0,1,2501_multi18
poxchka,Austria,2025-12-26,1,60,2.0,100.0,100.0,100.0,95,2,95,95,2,95,2,2,95,150.0,88,88,88,88,88,0.0,1,PtowerR1AT
poxchka,Hungary,2025-12-09,1,21,2.0,100.0,0.0,100.0,21,1,42,42,2,42,2,2,42,80.0,18,35,35,35,35,0.0,1,0912HU_ice_SMART1
poxchka,Italy,2025-12-08,1,20,17.0,100.0,100.0,100.0,40,2,60,160,8,220,11,17,340,130.0,21,53,95,148,204,0.0,1,127_it18
poxchka,Italy,2025-12-11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-12,-12,11,16,16,0.0,1,1802_multi18
poxchka,Italy,2025-12-14,1,20,4.0,100.0,0.0,100.0,60,3,60,60,3,80,4,4,80,130.0,48,47,47,63,63,0.0,1,{t3}
poxchka,Italy,2025-12-19,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,18,18,18,18,18,0.0,1,226_it
poxchka,Italy,2025-12-25,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,-6,-6,-6,-6,-6,0.0,1,{t3}
poxchka,New Zealand,2025-12-26,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,110.0,21,21,21,21,21,0.0,2,157iceNZT
poxchka,Romania,2025-12-26,1,16,2.0,100.0,100.0,100.0,33,2,33,33,2,33,2,2,33,75.0,27,27,27,27,27,0.0,1,
poxchka,Serbia,2025-12-14,1,14,4.0,100.0,100.0,100.0,32,2,46,63,4,63,4,4,63,60.0,27,40,54,54,54,0.0,1,22icemix2M182smart8
poxchka,Serbia,2025-12-16,1,43,1.0,0.0,0.0,0.0,43,1,43,43,1,43,1,1,43,60.0,-4,-4,-4,-4,-4,0.0,2,22icemix2M182smart8
poxchka,Serbia,2025-12-17,1,14,1.0,0.0,0.0,0.0,14,1,14,14,1,14,1,1,14,60.0,12,12,12,12,12,0.0,2,193_multifish
poxchka,Serbia,2025-12-18,2,99,5.0,100.0,100.0,100.0,128,4,128,143,5,143,5,5,143,120.0,20,108,117,117,117,100.0,1,22icemix2M182smart8
poxchka,Switzerland,2025-12-09,1,21,2.0,100.0,0.0,0.0,21,1,21,21,1,43,2,2,43,200.0,17,17,17,37,37,100.0,2,104_8_multi18_ch07g
poxchka,Switzerland,2025-12-10,1,53,1.0,0.0,0.0,0.0,53,1,53,53,1,53,1,1,53,200.0,-5,-5,-5,-5,-5,0.0,1,104_8_multi18_ch07g
poxchka,Switzerland,2025-12-15,1,53,2.0,100.0,0.0,0.0,53,1,53,53,1,75,2,2,75,200.0,44,44,44,64,64,100.0,1,130_13_multi18_lifehuk_Sergey
poxchka,Switzerland,2025-12-19,1,54,3.0,100.0,0.0,100.0,54,1,97,97,3,97,3,3,97,200.0,41,77,74,74,74,0.0,1,364_multide
poxchka,Switzerland,2025-12-20,5,331,4.17,83.33,83.33,83.33,460,11,460,460,11,460,11,11,460,1000.0,386,386,390,390,390,133.32999999999998,19,34iceCHTT
poxchka,Switzerland,2025-12-21,10,276,13.0,200.0,100.0,200.0,354,13,376,397,15,397,15,15,397,2000.0,71,67,79,79,79,333.33,8,34iceCHTT
poxchka,Switzerland,2025-12-22,3,63,4.0,100.0,0.0,100.0,85,4,85,85,4,85,4,4,85,560.0,67,45,45,45,45,100.0,1,CHNoutPopitower
poxchka,Switzerland,2025-12-24,1,22,6.0,100.0,100.0,100.0,129,6,129,129,6,129,6,6,129,180.0,109,109,109,109,109,0.0,1,CHBoy
poxchka,Switzerland,2025-12-25,3,130,3.0,100.0,100.0,100.0,151,4,151,151,4,151,4,4,151,540.0,77,84,84,84,84,50.0,1,61towrCHT
poxchka,Switzerland,2025-12-26,3,66,8.0,200.0,100.0,200.0,141,7,162,162,8,162,8,8,162,540.0,96,94,94,94,94,100.0,1,34iceCHTT
poxchka,Switzerland,2025-12-27,1,22,1.0,0.0,0.0,0.0,22,1,22,22,1,22,1,1,22,180.0,8,8,8,8,8,0.0,3,blch2024
richmedia,Italy,2025-09-25,1,20,5.0,100.0,100.0,100.0,85,4,105,105,5,105,5,5,105,0.0,123,139,138,139,139,0.0,1,Default
riddickspartners,Hungary,2025-12-25,2,41,1.0,0.0,0.0,0.0,41,2,41,41,2,41,2,2,41,240.0,33,32,32,32,32,0.0,6,Default
riddickspartners,Hungary,2025-12-28,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,120.0,17,17,17,17,17,0.0,1,Default
riddickspartners,Italy,2025-12-18,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,360.0,16,16,34,34,34,100.0,27,inhouseinapp
riddickspartners,Italy,2025-12-19,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,360.0,66,66,66,66,66,0.0,29,inhouseinapp
riddickspartners,Poland,2025-12-17,1,24,2.0,100.0,100.0,100.0,43,2,43,43,2,43,2,2,43,150.0,20,36,36,36,36,0.0,18,inhouseinapp
riddickspartners,Poland,2025-12-18,4,102,2.5,25.0,25.0,25.0,150,6,173,244,10,244,10,10,244,450.0,-108,-252,-581,-151,-151,0.0,28,inhouseinapp
riddickspartners,Poland,2025-12-19,4,126,1.25,25.0,0.0,25.0,126,4,126,145,5,145,5,5,145,600.0,-82,74,90,90,90,25.0,29,inhouseinapp
riddickspartners,Poland,2025-12-20,3,83,1.0,0.0,0.0,0.0,83,3,83,83,3,83,3,3,83,450.0,11,30,45,47,47,33.33,31,inhouseinapp
riddickspartners,Poland,2025-12-21,2,59,8.5,50.0,50.0,50.0,559,16,611,611,17,611,17,17,611,300.0,481,525,526,526,526,0.0,35,inhouseinapp
riddickspartners,Poland,2025-12-22,4,140,1.5,25.0,0.0,25.0,211,5,211,230,6,230,6,6,230,600.0,174,175,187,187,187,25.0,33,inhouseinapp
riddickspartners,Poland,2025-12-23,2,47,1.5,50.0,50.0,50.0,66,3,66,66,3,66,3,3,66,300.0,52,52,51,51,51,0.0,18,inhouseinapp
riddickspartners,Poland,2025-12-25,1,36,2.0,100.0,100.0,100.0,71,2,71,71,2,71,2,2,71,150.0,60,60,60,60,60,0.0,8,inhouseinapp
riddickspartners,Poland,2025-12-26,5,138,2.0,60.0,40.0,60.0,280,9,296,296,10,296,10,10,296,750.0,242,255,255,255,255,0.0,31,inhouseinapp
riddickspartners,Poland,2025-12-27,2,47,1.0,0.0,0.0,0.0,47,2,47,47,2,47,2,2,47,300.0,38,38,38,38,38,50.0,27,inhouseinapp
riddickspartners,Poland,2025-12-28,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,21,21,21,21,21,0.0,15,inhouseinapp
seven_crash,Germany,2025-08-30,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,0.0,33,33,33,33,33,0.0,1,KAU
seven_crash,Poland,2025-08-28,2,59,1.5,50.0,50.0,50.0,82,3,82,82,3,82,3,3,82,200.0,-77,-77,-77,-77,-77,0.0,11,KAU
seven_crash,Poland,2025-08-29,3,94,1.0,0.0,0.0,0.0,94,3,94,94,3,94,3,3,94,300.0,77,77,77,77,77,66.67,13,KAU
seven_crash,Poland,2025-08-30,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,100.0,31,31,31,31,31,100.0,11,KAU
seven_crash,Poland,2025-08-31,2,47,2.0,100.0,100.0,100.0,89,4,89,89,4,89,4,4,89,200.0,70,71,71,71,71,50.0,8,KAU
seven_crash,Poland,2025-09-02,2,59,1.0,0.0,0.0,0.0,59,2,59,59,2,59,2,2,59,166.0,43,43,43,43,43,0.0,8,KAU
seven_crash,Poland,2025-09-06,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,83.0,30,30,30,30,30,100.0,1,KAU
seven_crash,Poland,2025-09-17,1,23,2.0,100.0,100.0,100.0,47,2,47,47,2,47,2,2,47,83.0,38,38,38,38,38,0.0,1,KAU
seven_crash,Poland,2025-09-18,1,23,2.0,100.0,100.0,100.0,47,2,47,47,2,47,2,2,47,83.0,38,38,38,38,38,0.0,1,KAU
spaiens,Italy,2025-09-18,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,91.0,17,17,17,17,17,0.0,3,IT_slots
spaiens,Italy,2025-09-19,2,50,6.0,50.0,0.0,50.0,50,2,50,200,7,200,7,12,350,181.0,-220,-220,-83,-83,29,0.0,2,IT_slots
spaiens,Italy,2025-09-20,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,91.0,42,42,42,42,42,0.0,6,IT_slots
spaiens,Italy,2025-09-21,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,91.0,64,64,64,64,64,0.0,8,IT_slots
spaiens,Italy,2025-09-24,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,91.0,10,10,10,10,10,0.0,2,IT_slots
spaiens,Italy,2025-09-25,1,25,2.0,100.0,0.0,0.0,25,1,25,25,1,25,1,2,45,91.0,18,18,18,18,33,100.0,4,IT_slots
spaiens,Italy,2025-09-26,1,20,12.0,100.0,0.0,100.0,20,1,20,40,2,40,2,7,140,91.0,18,18,33,33,-72,0.0,1,IT_slots
trafmedia,Slovenia,2025-07-01,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,16,16,16,16,16,0.0,1,
trafmedia,Slovenia,2025-10-14,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,0.0,66,66,66,66,66,0.0,1,
trafmedia1,Czech Republic,2025-08-05,1,20,41.0,100.0,100.0,100.0,305,11,387,489,18,734,26,26,734,0.0,258,327,412,628,628,0.0,1,
trafmedia1,Poland,2025-11-14,3,83,1.33,33.33,0.0,33.33,83,3,102,102,4,102,4,4,102,450.0,-42,-26,-26,-26,-26,0.0,23,PL_FB_slot
trafmedia1,Poland,2025-11-16,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,6,6,6,30,30,100.0,1,PL_FB_slot
z1-igor,Spain,2025-07-27,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,-23,12,12,14,14,0.0,9,ES_slots
z1-igor,Spain,2025-07-30,1,20,5.0,100.0,0.0,100.0,20,1,60,80,4,100,5,5,100,180.0,22,58,76,96,96,100.0,6,ES_slots
z1-igor,Spain,2025-08-07,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,80.0,2,-2,11,16,16,0.0,7,ES_slots
z1-igor,France,2025-07-26,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,13,13,15,15,15,100.0,16,FR_slots
z1-igor,Italy,2025-08-27,1,10,1.0,0.0,0.0,0.0,10,1,10,10,1,10,1,1,10,100.0,-108,-108,-107,-107,-107,100.0,8,IT_PPC
z1-igor,Italy,2025-08-28,1,10,2.0,100.0,100.0,100.0,20,2,20,20,2,20,2,2,20,100.0,15,15,16,16,16,0.0,1,IT_PPC
z1-igor,Poland,2025-07-19,2,42,3.5,100.0,0.0,0.0,42,2,42,42,2,42,2,5,113,300.0,23,31,30,31,-336,0.0,26,PL_slots
z1-igor,Poland,2025-07-20,4,106,84.25,50.0,50.0,50.0,860,19,2435,6389,98,12882,180,214,14896,600.0,713,2024,3694,8781,9698,0.0,41,PL_slots
z1-igor,Poland,2025-07-22,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,18,18,18,18,18,0.0,7,PL_slots
z1-igor,Poland,2025-07-24,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,150.0,15,15,15,15,15,0.0,1,PL_slots
z1-igor,Portugal,2025-07-27,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,120.0,17,17,18,18,18,0.0,11,PT_slots
z1-igor,Portugal,2025-08-03,1,20,3.0,100.0,100.0,100.0,40,2,40,40,2,40,2,3,60,20.0,24,31,31,31,47,0.0,1,PT_slots
zm_crash,Australia,2025-09-02,3,84,15.33,33.33,33.33,33.33,151,7,168,297,15,399,21,38,606,390.0,94,109,148,67,78,33.33,11,0
zm_crash,Australia,2025-09-05,1,42,1.0,0.0,0.0,0.0,42,1,42,42,1,42,1,1,42,130.0,29,29,29,29,29,0.0,14,568
zm_crash,Australia,2025-09-06,2,56,3.0,50.0,50.0,50.0,84,3,84,84,3,84,3,6,168,260.0,60,60,67,67,142,50.0,20,568
zm_crash,Australia,2025-09-07,10,308,1.6,50.0,40.0,50.0,433,14,462,462,15,490,16,16,490,1170.0,-48,-6,303,357,362,30.0,49,568
zm_crash,Australia,2025-09-08,9,406,2.0,22.22,22.22,22.22,631,13,858,892,17,926,18,18,926,1170.0,1,548,757,786,786,11.11,71,568
zm_crash,Australia,2025-09-09,10,422,1.5,30.0,30.0,30.0,646,15,646,646,15,646,15,15,646,1300.0,335,335,418,431,430,20.0,90,600
zm_crash,Australia,2025-09-10,4,156,4.0,100.0,100.0,100.0,325,8,325,325,8,325,8,8,325,520.0,-27,263,263,264,263,50.0,4,568
zm_crash,Australia,2025-09-13,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,130.0,23,23,23,23,23,100.0,1,568
zm_crash,Australia,2025-09-16,2,84,2.0,0.0,0.0,0.0,85,2,85,85,2,85,2,2,85,260.0,32,32,60,70,70,100.0,2,568
zm_crash,Australia,2025-09-17,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,130.0,24,24,24,24,24,0.0,9,925
zm_crash,Australia,2025-09-18,10,362,3.56,22.22,0.0,22.22,391,11,391,476,14,549,17,19,582,1300.0,87,87,158,430,457,22.22,1,0
zm_crash,Australia,2025-09-19,26,912,7.86,86.36,77.27,86.36,1619,48,1647,1759,53,1759,53,53,1759,3250.0,1020,1047,1259,1284,1283,68.18,4,568
zm_crash,Australia,2025-09-20,24,839,15.59,236.36,218.18,236.36,2445,46,3185,3353,61,3493,66,70,3578,3120.0,740,2297,2520,2724,2846,22.73,5,0
zm_crash,Australia,2025-09-21,16,632,4.470000000000001,40.0,20.0,33.33,884,23,912,1136,32,1164,33,37,1277,2080.0,48,155,763,927,1032,33.33,6,0
zm_crash,Australia,2025-09-22,35,1222,3.06,55.68,47.35,51.51,1799,51,1827,1882,54,1967,56,56,1967,4550.0,660,630,945,1100,1020,47.35,50,568
zm_crash,Australia,2025-09-23,70,2315,6.97,86.66,41.11,83.89,4735,108,5155,5379,128,6382,145,149,6494,9100.0,2939,3322,3801,4892,4992,102.77,14,0
zm_crash,Australia,2025-09-24,16,466,5.33,108.33,41.67,91.67,724,25,780,808,28,836,29,34,975,2080.0,429,479,505,531,582,33.33,5,470
zm_crash,Australia,2025-09-25,13,412,5.09,136.36,36.36,136.36,783,25,783,811,26,811,26,26,811,1690.0,537,538,561,559,559,18.18,7,0
zm_crash,Australia,2025-09-26,13,391,3.73,63.33,30.0,63.33,532,17,532,644,21,644,21,21,644,1690.0,341,311,414,442,442,20.0,5,568
zm_crash,Australia,2025-09-27,3,84,3.5,150.0,150.0,150.0,140,5,140,140,5,140,5,5,140,390.0,92,92,52,94,94,50.0,6,600
zm_crash,Australia,2025-09-28,5,140,2.83,83.33,33.33,83.33,168,6,168,196,7,196,7,7,196,650.0,52,72,96,95,95,0.0,12,600
zm_crash,Australia,2025-09-29,6,168,2.2,20.0,20.0,20.0,196,7,196,196,7,196,7,7,196,780.0,68,103,132,132,132,20.0,2,568
zm_crash,Australia,2025-09-30,9,320,6.67,183.32999999999998,16.67,166.67000000000002,518,15,546,574,17,602,18,18,602,1170.0,298,459,483,504,504,66.67,1,568
zm_crash,Australia,2025-10-01,5,174,7.0,100.0,100.0,100.0,315,10,315,315,10,315,10,10,315,650.0,237,237,236,236,236,0.0,2,568
zm_crash,Australia,2025-10-02,5,141,1.2,20.0,20.0,20.0,169,6,169,169,6,169,6,6,169,650.0,22,133,134,134,134,20.0,5,600
