Split 1,Split 2,Cohort Date,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share,Registration C,Split 3
Viktortitov,France,2025-08-21,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,16,16,16,16,16,100.0,15,{sub_id_15}
Viktortitov,France,2025-08-22,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,200.0,47,46,46,58,58,50.0,7,{sub_id_15}
Viktortitov,France,2025-08-25,1,40,1.0,0.0,0.0,0.0,40,1,40,40,1,40,1,1,40,100.0,30,30,30,30,30,0.0,12,{sub_id_15}
Viktortitov,France,2025-08-27,1,20,2.0,100.0,0.0,100.0,20,1,20,40,2,40,2,2,40,100.0,16,15,31,28,31,0.0,6,{sub_id_15}
Viktortitov,France,2025-09-01,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,100.0,18,18,18,18,18,100.0,1,{sub_id_15}
Viktortitov,France,2025-09-14,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,15,-34,-34,-34,-34,0.0,1,{sub_id_15}
Viktortitov,Denmark,2025-10-10,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,300.0,-4,-4,18,18,18,0.0,5,{sub_id_15}
Viktortitov,Denmark,2025-11-07,1,27,4.0,100.0,100.0,100.0,107,4,107,107,4,107,4,4,107,150.0,93,81,81,81,81,0.0,2,{sub_id_15}
ZMTeam_EKB,Spain,2025-12-24,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,45,44,44,44,44,100.0,13,7501
ZMTeam_EKB,Italy,2025-12-18,3,60,1.67,33.33,0.0,33.33,60,3,100,100,5,100,5,5,100,390.0,13,28,66,66,66,66.67,21,7501
ZMTeam_EKB,Italy,2025-12-20,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,15,15,15,0.0,9,7501
ZMTeam_EKB,Italy,2025-12-24,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,260.0,44,58,58,58,58,100.0,2,7501
ZMTeam_EKB,New Zealand,2025-12-25,2,45,1.0,0.0,0.0,0.0,45,2,45,45,2,45,2,2,45,220.0,36,36,36,36,36,50.0,19,7205
ZMTeam_EKB,New Zealand,2025-12-26,5,119,1.8,40.0,40.0,40.0,193,9,193,193,9,193,9,9,193,550.0,154,154,154,154,154,0.0,84,7205
ZMTeam_EKB,New Zealand,2025-12-27,2,45,4.0,100.0,100.0,100.0,114,4,114,114,4,114,4,4,114,220.0,78,78,78,78,78,0.0,11,7200
ZMTeam_EKB,New Zealand,2025-12-28,1,25,3.0,100.0,100.0,100.0,55,3,55,55,3,55,3,3,55,110.0,46,46,46,46,46,0.0,6,7200
bulls,Australia,2025-08-05,1,28,2.0,100.0,100.0,100.0,56,2,56,56,2,56,2,2,56,130.0,48,48,48,48,48,100.0,9,AU_crash
bulls,Australia,2025-08-07,7,196,3.29,71.43,42.86,71.43,713,20,825,825,23,825,23,23,825,910.0,380,514,536,537,537,42.86,29,AU_crash
bulls,Australia,2025-08-08,12,371,3.0,41.67,33.33,33.33,615,18,671,783,24,839,26,36,1530,1560.0,-142,-61,-62,14,612,25.0,44,AU_crash
bulls,Australia,2025-08-09,26,812,9.23,34.62,23.08,23.08,1428,44,1680,1826,57,2748,78,110,5451,3380.0,750,964,1348,1645,1898,30.77,96,AU_crash
bulls,Australia,2025-08-10,13,364,1.85,30.77,7.69,23.08,420,15,504,531,18,559,19,24,705,1690.0,7,289,404,461,536,38.46,88,AU_crash
bulls,Australia,2025-08-11,16,673,1.94,31.25,12.5,31.25,1177,22,1316,1372,29,1372,29,31,1428,2080.0,811,948,736,770,820,31.25,73,AU_crash
bulls,Australia,2025-08-12,7,224,5.0,42.86,42.86,42.86,542,15,626,812,24,1254,35,35,1254,910.0,398,469,661,1051,1051,14.29,30,AU_crash
bulls,Australia,2025-08-13,4,140,1.25,25.0,25.0,25.0,196,5,196,196,5,196,5,5,196,520.0,172,172,172,172,172,0.0,13,AU_crash
bulls,Australia,2025-08-14,3,84,6.33,66.67,66.67,66.67,195,7,251,306,11,306,11,11,306,390.0,148,183,229,251,272,33.33,5,AU_crash
bulls,Australia,2025-08-15,4,111,2.75,50.0,25.0,50.0,223,8,250,250,9,278,10,11,335,520.0,187,211,210,192,228,50.0,4,AU_crash
bulls,Australia,2025-08-16,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,0.0,24,24,24,24,24,100.0,1,AU_crash
bulls,Australia,2025-08-18,2,56,1.5,50.0,50.0,50.0,84,3,84,84,3,84,3,3,84,260.0,-8,-8,19,19,19,0.0,12,AU_crash
bulls,Australia,2025-08-19,2,55,1.0,0.0,0.0,0.0,56,2,56,56,2,56,2,2,56,260.0,40,40,40,40,40,50.0,4,AU_crash
bulls,Australia,2025-08-20,9,249,11.33,22.22,0.0,22.22,304,11,509,626,20,1793,36,72,3872,1170.0,-511,-679,-995,-738,317,44.44,34,AU_crash
bulls,Australia,2025-08-21,11,304,17.27,63.64,45.45,63.64,525,19,580,999,36,1195,43,93,2625,1430.0,381,484,569,618,1306,27.27,34,AU_crash
bulls,Australia,2025-08-22,6,227,1.67,16.67,0.0,0.0,227,6,227,227,6,395,8,10,565,780.0,167,162,182,328,485,50.0,23,AU_crash
bulls,Australia,2025-08-23,7,276,5.29,85.71,42.86,71.43,704,16,1373,1569,26,1820,35,37,1877,780.0,511,1129,457,1523,1562,28.57,10,AU_crash
bulls,Australia,2025-08-24,9,305,1.89,55.56,44.44,55.56,525,15,525,553,16,581,17,17,581,1170.0,95,399,453,477,477,44.44,38,AU_crash
bulls,Australia,2025-08-25,4,126,1.0,0.0,0.0,0.0,125,4,125,125,4,125,4,4,125,520.0,104,104,104,104,104,50.0,31,AU_crash
bulls,Australia,2025-08-26,2,56,1.5,50.0,0.0,50.0,56,2,84,84,3,84,3,3,84,260.0,0,67,67,68,68,50.0,11,AU_crash
bulls,Australia,2025-08-27,2,56,1.5,50.0,50.0,50.0,84,3,84,84,3,84,3,3,84,260.0,48,48,48,76,76,0.0,13,AU_crash
bulls,Australia,2025-08-29,1,28,5.0,100.0,0.0,100.0,28,1,48,48,2,48,2,3,76,130.0,-25,-9,-5,-5,19,0.0,1,AU_crash
bulls,Australia,2025-08-30,2,56,1.0,0.0,0.0,0.0,56,2,56,56,2,56,2,2,56,260.0,-107,-108,50,50,50,50.0,4,AU_crash
bulls,Australia,2025-09-01,1,28,2.0,100.0,0.0,100.0,28,1,28,62,2,62,2,2,62,107.0,19,19,48,47,47,0.0,4,AU_crash
bulls,Australia,2025-09-02,1,28,2.0,100.0,100.0,100.0,56,2,56,56,2,56,2,2,56,107.0,50,49,49,50,50,0.0,1,AU_crash
bulls,Australia,2025-09-03,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,-23.0,-31,-31,-2,-2,-2,0.0,1,NR J1
bulls,Australia,2025-09-04,2,98,3.0,50.0,0.0,0.0,98,2,98,98,2,155,4,5,183,-45.0,34,73,75,125,151,50.0,6,NR J1
bulls,Australia,2025-09-05,2,84,3.0,100.0,50.0,100.0,196,3,224,325,6,325,6,6,325,215.0,166,-333,54,55,55,0.0,2,AU_crash
bulls,Australia,2025-09-09,3,84,7.0,100.0,0.0,0.0,84,3,84,84,3,84,3,3,84,321.0,-31,-31,71,71,71,200.0,1,AU_crash
bulls,Australia,2025-09-10,2,57,1.0,0.0,0.0,0.0,56,2,56,56,2,56,2,2,56,215.0,-6,-6,27,27,27,100.0,8,NR J1
bulls,Australia,2025-09-12,2,85,19.0,200.0,100.0,100.0,538,10,538,538,10,538,10,13,624,214.0,463,462,462,462,533,0.0,1,AU_crash
bulls,Australia,2025-09-16,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,177.0,-33,-32,19,19,19,0.0,20,AU_INAPP_S
bulls,Australia,2025-09-17,6,197,1.17,16.67,16.67,16.67,225,7,225,225,7,225,7,7,225,1064.0,154,154,182,182,182,0.0,42,AU_INAPP_S
bulls,Australia,2025-09-18,6,211,6.17,66.67,66.67,66.67,435,13,463,520,16,520,16,27,844,1064.0,331,319,405,426,711,16.67,63,AU_INAPP_S
bulls,Australia,2025-09-19,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,177.0,18,18,18,18,18,0.0,42,AU_INAPP_S
bulls,Australia,2025-09-21,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,107.0,24,24,24,24,24,100.0,1,AU_crash
bulls,Australia,2025-09-22,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,177.0,22,22,21,22,22,0.0,1,AU_INAPP_S
bulls,Australia,2025-09-30,2,56,6.0,100.0,100.0,100.0,84,3,84,84,3,135,6,6,135,284.0,48,48,48,108,106,0.0,1,AU_crash
bulls,Australia,2025-10-16,1,28,2.0,100.0,100.0,100.0,56,2,56,56,2,56,2,2,56,121.0,45,45,45,45,45,0.0,1,AU_INAPP_S
bulls,Canada,2025-08-04,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,24,24,24,24,24,0.0,7,CA_crash
bulls,Canada,2025-08-05,15,489,1.27,20.0,6.67,20.0,652,18,683,683,19,683,19,19,683,1950.0,471,499,580,582,582,60.0,95,CA_crash
bulls,Canada,2025-08-06,6,218,3.0,66.67,50.0,50.0,499,17,499,499,17,499,17,18,524,780.0,-159,35,66,62,102,33.33,53,CA_crash
bulls,Canada,2025-08-07,6,162,4.83,33.33,16.67,33.33,193,7,193,275,10,293,11,18,405,780.0,137,132,187,175,-132,33.33,33,CA_crash
bulls,Canada,2025-08-08,4,125,1.25,25.0,0.0,0.0,125,4,125,125,4,156,5,5,156,520.0,-1379,-1303,24,96,109,75.0,16,CA_crash
bulls,Canada,2025-08-10,3,56,1.0,0.0,0.0,0.0,56,3,56,56,3,56,3,3,56,390.0,5,26,49,49,49,66.67,27,CA_crash
bulls,Canada,2025-08-11,3,69,2.33,66.67,33.33,33.33,193,5,193,193,5,243,7,7,243,390.0,169,169,165,211,211,33.33,30,CA_crash
bulls,Canada,2025-08-12,2,50,1.5,50.0,50.0,50.0,68,3,68,68,3,68,3,3,68,130.0,60,60,60,60,60,100.0,18,CA_crash
bulls,Canada,2025-08-14,2,37,2.5,50.0,0.0,50.0,56,3,56,56,3,74,4,5,93,260.0,-267,-225,-217,-198,-181,100.0,3,CA_crash
bulls,Canada,2025-08-15,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,130.0,-1,16,16,16,16,0.0,2,CA_crash
bulls,Canada,2025-08-17,2,111,1.5,50.0,0.0,50.0,226,3,226,226,3,226,3,3,226,260.0,72,188,185,188,188,0.0,2,CA_crash
bulls,Canada,2025-08-19,2,37,1.0,0.0,0.0,0.0,37,2,37,37,2,37,2,2,37,260.0,33,32,32,32,32,50.0,2,CA_crash
bulls,Canada,2025-08-29,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,130.0,15,15,16,16,16,100.0,1,CA_crash
bulls,Canada,2025-09-04,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,-23.0,-32,-32,23,23,23,0.0,2,VT J2
bulls,Spain,2025-08-05,4,80,1.0,0.0,0.0,0.0,80,4,80,80,4,80,4,4,80,520.0,56,47,37,63,63,100.0,18,ES_crash
bulls,Spain,2025-08-06,3,220,3.33,66.67,33.33,33.33,270,4,320,370,6,370,6,10,1480,390.0,225,265,311,312,1277,33.33,13,ES_crash
bulls,Spain,2025-08-07,1,20,2.0,100.0,0.0,100.0,40,2,40,40,2,40,2,2,40,130.0,36,36,37,37,37,0.0,5,ES_crash
bulls,Spain,2025-08-08,3,140,1.0,0.0,0.0,0.0,140,3,140,140,3,140,3,3,140,390.0,119,119,119,119,119,66.67,17,ES_crash
bulls,Spain,2025-08-09,1,50,3.0,100.0,100.0,100.0,90,3,90,90,3,90,3,3,90,130.0,77,80,80,80,80,100.0,6,ES_crash
bulls,Spain,2025-08-10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,17,17,100.0,1,ES_crash
bulls,Spain,2025-08-12,1,100,16.0,100.0,100.0,100.0,200,2,400,500,5,650,7,8,700,130.0,206,377,471,199,243,0.0,3,ES_crash
bulls,Spain,2025-08-14,2,120,1.0,0.0,0.0,0.0,120,2,120,120,2,120,2,2,120,260.0,-98,-101,40,58,18,100.0,2,ES_crash
bulls,Spain,2025-08-22,4,110,19.25,75.0,50.0,75.0,1170,45,1580,1650,63,1650,63,63,1650,520.0,604,957,1146,1146,1146,75.0,10,ES_crash
bulls,Spain,2025-08-24,8,220,1.38,25.0,25.0,25.0,260,10,260,260,10,260,10,11,280,1040.0,177,176,202,201,218,50.0,20,ES_crash
bulls,Spain,2025-08-25,1,20,98.0,100.0,100.0,100.0,60,3,80,80,4,80,4,4,80,130.0,53,67,67,67,67,100.0,9,ES_crash
bulls,Spain,2025-08-26,7,150,5.14,71.43,42.86,71.43,700,20,765,990,29,1020,30,30,1020,910.0,566,604,754,812,812,57.14,46,ES_crash
bulls,Spain,2025-08-27,2,40,1.5,50.0,50.0,50.0,60,3,60,60,3,60,3,3,60,260.0,48,48,48,48,48,50.0,24,ES_crash
bulls,Spain,2025-08-28,3,60,7.0,66.67,66.67,66.67,180,9,180,320,13,340,14,20,440,390.0,144,153,277,295,387,33.33,13,ES_crash
bulls,Spain,2025-08-29,3,60,1.33,33.33,33.33,33.33,80,4,80,80,4,80,4,4,80,390.0,-32,-6,66,66,66,100.0,5,ES_crash
bulls,Spain,2025-09-02,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,40,2,2,40,-23.0,17,17,17,35,35,0.0,2,ST J7
bulls,Spain,2025-09-03,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,14,11,11,11,11,0.0,1,ES_crash
bulls,Spain,2025-09-04,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,-23.0,58,63,63,63,63,0.0,1,ST J7
bulls,Spain,2025-09-05,3,60,6.5,150.0,0.0,150.0,60,3,80,160,8,160,8,8,160,62.0,28,47,22,22,22,50.0,1,ES_crash
bulls,Spain,2025-09-06,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,16,16,17,17,17,0.0,10,NR J1
bulls,Spain,2025-09-07,6,130,1.17,16.67,16.67,16.67,160,7,160,160,7,160,7,7,160,644.0,114,111,110,110,110,50.0,19,NR J1
bulls,Spain,2025-09-08,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,322.0,10,-27,57,78,78,33.33,15,NR J1
bulls,Spain,2025-09-10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,16,16,16,16,16,100.0,12,ST J7
bulls,Spain,2025-09-11,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,215.0,2,2,30,30,28,50.0,7,NR J1
bulls,Spain,2025-09-12,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,107.0,17,17,17,17,17,0.0,3,NR J1
bulls,Spain,2025-10-09,1,20,6.0,100.0,0.0,0.0,20,1,20,20,1,20,1,3,60,51.0,15,15,15,15,45,0.0,1,ES_crash
bulls,France,2025-08-02,5,190,2.2,40.0,40.0,40.0,400,11,400,400,11,400,11,11,400,500.0,282,323,343,343,343,20.0,27,FR_crash
bulls,France,2025-08-03,4,140,1.25,25.0,0.0,0.0,140,4,140,140,4,140,4,5,240,400.0,-5,28,69,94,205,75.0,17,FR_crash
bulls,France,2025-08-04,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,300.0,-56,-69,-31,-25,27,33.33,4,FR_crash
bulls,France,2025-08-05,3,60,6.33,66.67,66.67,66.67,220,11,220,540,15,840,18,19,870,300.0,160,156,461,780,807,33.33,24,FR_crash
bulls,France,2025-08-06,5,130,1.6,20.0,0.0,20.0,150,6,150,190,8,190,8,8,190,500.0,46,58,133,133,133,40.0,14,FR_crash
bulls,France,2025-08-07,2,40,2.5,100.0,100.0,100.0,100,5,100,100,5,100,5,5,100,200.0,90,90,88,88,88,100.0,24,FR_crash
bulls,France,2025-08-08,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,100.0,-173,-162,-347,-347,-347,100.0,1,FR_crash
bulls,France,2025-08-09,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,100.0,44,44,44,44,44,0.0,1,FR_crash
bulls,France,2025-08-22,3,60,2.67,66.67,0.0,33.33,60,3,60,80,4,80,4,8,160,300.0,27,27,61,61,130,66.67,10,FR_crash
bulls,France,2025-08-23,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,100.0,68,68,68,68,68,0.0,14,FR_crash
bulls,France,2025-08-28,2,50,1.5,50.0,50.0,50.0,70,3,70,70,3,70,3,3,70,200.0,63,63,62,62,62,100.0,7,FR_crash
bulls,France,2025-09-07,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,77.0,44,44,44,44,44,100.0,1,ST J7
bulls,France,2025-09-16,1,20,7.0,100.0,100.0,100.0,140,7,140,140,7,140,7,7,140,77.0,-8,-8,-8,-8,-8,0.0,1,ST J7
bulls,France,2025-09-29,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,77.0,12,12,12,12,12,0.0,1,FR_INAPP_S
bulls,France,2025-09-30,1,20,3.0,100.0,0.0,100.0,20,1,60,60,3,60,3,3,60,77.0,-36,48,48,48,48,100.0,7,NR J1
bulls,France,2025-10-01,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,40,2,2,40,21.0,17,17,17,23,34,100.0,1,NR J1
bulls,Germany,2025-08-28,9,270,2.56,33.33,11.11,22.22,620,15,870,870,20,870,20,21,890,1440.0,138,446,435,446,462,44.44,40,DE_crash
bulls,Germany,2025-08-29,4,80,1.5,50.0,25.0,50.0,120,6,120,120,6,120,6,6,120,640.0,81,73,101,101,101,50.0,13,DE_crash
bulls,Germany,2025-09-04,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,137.0,40,40,40,40,40,0.0,4,ST J7
bulls,Germany,2025-09-05,4,85,5.25,50.0,25.0,50.0,105,5,175,240,10,410,13,15,445,549.0,81,100,-168,-27,-2,25.0,10,NR J1
bulls,Germany,2025-09-06,5,440,23.5,300.0,250.0,300.0,1000,11,1145,1145,14,1285,17,23,1450,687.0,675,333,-1527,788,935,150.0,1,DE_crash
bulls,Germany,2025-09-07,7,140,1.57,42.86,28.57,42.86,230,10,250,250,11,250,11,11,250,961.0,166,115,175,213,213,42.86,63,NR J1
bulls,Germany,2025-09-08,4,85,2.0,50.0,50.0,50.0,130,6,190,190,8,190,8,8,190,549.0,64,115,166,166,166,75.0,20,NR J1
bulls,Germany,2025-09-12,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,137.0,45,44,44,44,44,100.0,1,ST J7
bulls,Germany,2025-09-15,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,137.0,16,16,17,17,17,100.0,14,ST J7
bulls,Germany,2025-09-16,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,137.0,35,35,35,35,35,100.0,1,DE_crash
bulls,Germany,2025-09-28,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,137.0,14,13,13,13,13,0.0,1,NR J1
bulls,Germany,2025-09-30,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,137.0,15,15,17,17,17,100.0,10,NR J1
bulls,Germany,2025-10-15,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,81.0,42,44,44,44,44,0.0,1,DE_crash
bulls,Italy,2025-08-08,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,4,6,10,16,16,100.0,1,IT_crash
bulls,Italy,2025-08-11,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,18,18,33,33,33,0.0,17,IT_crash
bulls,Italy,2025-08-22,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,100.0,4,IT_crash
bulls,Italy,2025-08-23,1,20,6.0,100.0,0.0,100.0,20,1,20,40,2,120,6,6,120,130.0,13,14,16,103,103,0.0,5,IT_crash
bulls,Italy,2025-08-24,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,130.0,19,19,20,20,20,50.0,20,IT_crash
bulls,Italy,2025-08-28,1,20,3.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,20,130.0,16,15,15,15,15,0.0,2,IT_crash
bulls,Italy,2025-10-19,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,51.0,15,14,15,15,15,0.0,1,IT_crash
bulls,Poland,2025-09-11,1,24,17.0,100.0,0.0,100.0,23,1,23,47,2,47,2,3,47,77.0,17,17,34,38,38,100.0,3,NR J1
bulls,Poland,2025-09-21,1,23,12.0,100.0,100.0,100.0,230,11,249,249,12,249,12,12,249,77.0,88,105,105,105,105,0.0,12,AL J21
bulls,Poland,2025-10-09,1,23,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,21.0,21,21,21,21,21,100.0,4,ST J7
cpaiens,Australia,2025-07-17,1,28,3.0,100.0,0.0,0.0,28,1,28,28,1,84,3,3,84,200.0,22,22,22,74,74,0.0,1,AU_slots
cpaiens,Australia,2025-07-18,1,28,4.0,100.0,100.0,100.0,56,2,112,143,4,143,4,4,143,200.0,-23,83,85,111,111,0.0,11,AU_slots
cpaiens,Australia,2025-07-21,3,84,2.33,100.0,100.0,100.0,167,6,167,167,6,196,7,7,196,390.0,139,139,138,159,159,0.0,13,AU_crash
cpaiens,Australia,2025-07-22,9,251,1.67,55.56,55.56,55.56,435,15,435,435,15,435,15,15,435,1171.0,81,99,176,212,213,55.56,42,AU_crash
cpaiens,Australia,2025-07-23,4,112,12.5,50.0,0.0,25.0,112,4,112,140,5,252,8,10,308,521.0,77,77,127,232,286,25.0,33,AU_crash
cpaiens,Australia,2025-07-24,3,84,1.0,0.0,0.0,0.0,84,3,84,84,3,84,3,3,84,390.0,18,18,46,46,46,66.67,7,AU_crash
cpaiens,Australia,2025-07-26,3,85,2.0,0.0,0.0,0.0,85,3,85,85,3,85,3,3,85,530.0,67,67,67,67,67,0.0,7,AU_crash
cpaiens,Australia,2025-07-27,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,130.0,21,21,21,21,21,0.0,8,AU_crash
cpaiens,Australia,2025-07-28,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,130.0,19,19,20,20,20,0.0,3,AU_crash
cpaiens,Australia,2025-08-12,1,28,5.0,100.0,100.0,100.0,84,3,84,84,3,84,3,5,140,100.0,73,73,73,73,121,100.0,1,AU_crash
cpaiens,Australia,2025-09-23,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,93.0,-7,-7,-7,24,24,100.0,1,AU_crash
cpaiens,Austria,2025-07-21,1,400,4.0,100.0,100.0,100.0,1520,4,1520,1520,4,1520,4,4,1520,0.0,1198,1198,1198,1198,1198,0.0,1,Default
cpaiens,Spain,2025-09-13,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,173.0,15,15,15,15,15,0.0,2,ES_slots
cpaiens,Spain,2025-09-14,1,25,7.0,100.0,0.0,100.0,25,1,25,50,2,100,4,7,175,173.0,17,16,-73,-31,33,0.0,1,ES_slots
cpaiens,Spain,2025-09-16,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,173.0,15,15,15,15,15,0.0,1,ES_slots
cpaiens,France,2025-07-13,1,30,9.0,100.0,100.0,100.0,230,7,290,290,9,290,9,9,290,90.0,211,269,269,269,269,0.0,1,FR_AOS
cpaiens,France,2025-07-15,1,20,13.0,100.0,100.0,100.0,140,7,140,180,9,210,10,12,250,101.0,117,116,147,172,207,0.0,3,FR_IOS
cpaiens,France,2025-07-22,2,40,2.0,50.0,50.0,50.0,65,3,65,65,3,90,4,4,90,200.0,8,48,45,74,75,50.0,16,FR_crash
cpaiens,France,2025-07-23,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,100.0,32,32,32,32,32,0.0,8,FR_crash
cpaiens,France,2025-07-24,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,16,16,16,16,16,0.0,1,FR_crash
cpaiens,France,2025-07-25,1,20,3.0,100.0,100.0,100.0,40,2,40,40,2,40,2,3,60,100.0,27,27,27,28,40,100.0,9,FR_crash
cpaiens,France,2025-07-30,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,200.0,59,59,59,59,59,50.0,9,FR_crash
cpaiens,France,2025-07-31,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,300.0,-43,-43,9,59,59,33.33,20,FR_crash
cpaiens,France,2025-08-04,1,40,7.0,100.0,100.0,100.0,320,7,320,320,7,320,7,7,320,160.0,274,274,274,274,274,0.0,2,FR_slots
cpaiens,France,2025-08-05,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,15,15,15,15,15,100.0,3,FR_crash
cpaiens,France,2025-09-02,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,93.0,-53,-53,-83,-75,-75,100.0,1,FR_crash
cpaiens,France,2025-09-03,3,120,4.33,100.0,66.67,100.0,260,8,290,290,9,320,10,13,410,459.0,165,173,200,255,334,33.33,4,FR_slots
cpaiens,France,2025-09-04,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,153.0,14,14,14,14,14,100.0,4,FR_slots
cpaiens,France,2025-09-05,1,20,5.0,100.0,100.0,100.0,100,5,100,100,5,100,5,5,100,153.0,88,88,88,88,88,0.0,3,FR_slots
cpaiens,France,2025-09-06,1,20,6.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,153.0,28,12,30,30,30,0.0,2,FR_slots
cpaiens,France,2025-09-07,1,20,3.0,100.0,0.0,100.0,40,2,60,60,3,60,3,3,60,153.0,33,52,52,52,52,0.0,2,FR_slots
cpaiens,France,2025-09-13,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,-7.0,24,24,24,24,24,100.0,1,ES_slots
cpaiens,France,2025-11-02,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,15,15,15,15,15,0.0,1,FR_slots
cpaiens,Finland,2025-09-29,1,100,2.0,100.0,0.0,100.0,100,1,100,200,2,200,2,2,200,-7.0,80,80,20,-50,-51,0.0,1,Default
cpaiens,Greece,2025-08-11,1,29,1.0,0.0,0.0,0.0,29,1,29,29,1,29,1,1,29,0.0,23,23,22,22,22,0.0,1,Default
cpaiens,Greece,2025-08-15,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,0.0,42,42,42,42,42,0.0,1,IT_slots
cpaiens,Italy,2025-08-02,1,50,29.0,100.0,0.0,100.0,50,1,50,190,4,280,7,7,280,180.0,41,41,170,256,257,0.0,3,IT_slots
